2606:4700:3032:8320:f67d:4a14:48e4:c4ab,4,4,0.00,78.12,0.00
2606:4700:3036::c301:51d7:7633,4,4,0.00,78.12,0.00
2606:4700:3037:3e:5a80:e4fc:aaca:546a,4,4,0.00,78.12,0.00
2606:4700:3032:8320:f67d:4a14:beb1:8faf,4,4,0.00,78.14,0.00
2606:4700:3033:d41d:5419:46ce:34e7:41ac,4,4,0.00,78.14,0.00
2606:4700:3031:b23:cd23:cb70:853c:d258,4,4,0.00,78.15,0.00
2606:4700:a8:6f63:6221:2891:f71:a042,4,4,0.00,78.18,0.00
2606:4700:3037:f144:d062:9d8c:5c0a:8928,4,4,0.00,78.18,0.00
2606:4700:3032:f78c:692d:6cd5:91fd:ee15,4,4,0.00,78.20,0.00
2606:4700:3037:3e:5a80:e438:2d6c:1dac,4,4,0.00,78.24,0.00
2606:4700:3037:3e:e02d:9eda:7edb:1741,4,4,0.00,78.25,0.00
2606:4700:3037:3e:e02d:9eda:5131:873d,4,4,0.00,78.31,0.00
2606:4700:3033:d4a4:574:881b:34cd:3594,4,4,0.00,78.33,0.00
2606:4700:3030:8e:e82e:b355:11e:32a1,4,4,0.00,78.35,0.00
2606:4700:3030:6ec3:feaa:1fb1:978:9fe6,4,4,0.00,78.35,0.00
2606:4700:3037:3e:e02d:9e37:f8ce:6ed4,4,4,0.00,78.37,0.00
2606:4700:a8:a57c:75f8:20d7:fcaa:b95,4,4,0.00,78.37,0.00
2606:4700:3036:1e27:33b6:d3d7:b2c7:fb53,4,4,0.00,78.37,0.00
2606:4700:3033:d41d:5419:461a:eb40:9076,4,4,0.00,78.38,0.00
2606:4700:3037:f1ab:d05d:26ac:a227:e813,4,4,0.00,78.39,0.00
2606:4700:3037:3e:e02d:9e37:1a02:9370,4,4,0.00,78.42,0.00
2606:4700:3033:d41d:5419:46ce:3447:953b,4,4,0.00,78.43,0.00
